-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model Confidence in true class 16:     61.054230%
Model prediction was class     16 with 61.054230% confidence

Model Confidence in true class 16:     61.042744%
Model prediction was class     16 with 61.042744% confidence

Model Confidence in true class 16:     61.042744%
Model prediction was class     16 with 61.042744% confidence

Model Confidence in true class 16:     61.042744%
Model prediction was class     16 with 61.042744% confidence

Model Confidence in true class 16:     61.042744%
Model prediction was class     16 with 61.042744% confidence

Model Confidence in true class 16:     60.968620%
Model prediction was class     16 with 60.968620% confidence

Model Confidence in true class 16:     60.968620%
Model prediction was class     16 with 60.968620% confidence

Reached max iterations, attack unsuccessful on image 09603.png

---------------Testing image 09386.png---------------
Prior Model Confidence in true class 34:     99.720579% (before attack)
Prior Model prediction was class     34 with 99.720579% confidence (before attack)

Model Confidence in true class 34:     99.614114%
Model prediction was class     34 with 99.614114% confidence

Model Confidence in true class 34:     99.614114%
Model prediction was class     34 with 99.614114% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.583793%
Model prediction was class     34 with 99.583793% confidence

Model Confidence in true class 34:     99.582821%
Model prediction was class     34 with 99.582821% confidence

Model Confidence in true class 34:     99.582821%
Model prediction was class     34 with 99.582821% confidence

Model Confidence in true class 34:     99.547148%
Model prediction was class     34 with 99.547148% confidence

Model Confidence in true class 34:     99.547148%
Model prediction was class     34 with 99.547148% confidence

Model Confidence in true class 34:     99.547148%
Model prediction was class     34 with 99.547148% confidence

Model Confidence in true class 34:     99.547148%
Model prediction was class     34 with 99.547148% confidence

Model Confidence in true class 34:     99.539894%
Model prediction was class     34 with 99.539894% confidence

Model Confidence in true class 34:     99.539894%
Model prediction was class     34 with 99.539894% confidence

Model Confidence in true class 34:     99.539894%
Model prediction was class     34 with 99.539894% confidence

Model Confidence in true class 34:     99.539894%
Model prediction was class     34 with 99.539894% confidence

Reached max iterations, attack unsuccessful on image 09386.png

---------------Testing image 06820.png---------------
Prior Model Confidence in true class 9:     99.838769% (before attack)
Prior Model prediction was class     9 with 99.838769% confidence (before attack)

Model Confidence in true class 9:     98.481154%
Model prediction was class     9 with 98.481154% confidence

Model Confidence in true class 9:     98.146063%
Model prediction was class     9 with 98.146063% confidence

Model Confidence in true class 9:     98.146063%
Model prediction was class     9 with 98.146063% confidence

Model Confidence in true class 9:     98.064113%
Model prediction was class     9 with 98.064113% confidence

Model Confidence in true class 9:     98.064113%
Model prediction was class     9 with 98.064113% confidence

Model Confidence in true class 9:     98.064113%
Model prediction was class     9 with 98.064113% confidence

Model Confidence in true class 9:     98.064113%
Model prediction was class     9 with 98.064113% confidence

Model Confidence in true class 9:     97.879583%
Model prediction was class     9 with 97.879583% confidence

Model Confidence in true class 9:     97.211772%
Model prediction was class     9 with 97.211772% confidence

Model Confidence in true class 9:     97.171426%
Model prediction was class     9 with 97.171426% confidence

Model Confidence in true class 9:     97.127378%
Model prediction was class     9 with 97.127378% confidence

Model Confidence in true class 9:     97.127378%
Model prediction was class     9 with 97.127378% confidence

Model Confidence in true class 9:     96.269083%
Model prediction was class     9 with 96.269083% confidence

Model Confidence in true class 9:     96.269083%
Model prediction was class     9 with 96.269083% confidence

Model Confidence in true class 9:     96.243197%
Model prediction was class     9 with 96.243197% confidence

Model Confidence in true class 9:     96.243197%
Model prediction was class     9 with 96.243197% confidence

Model Confidence in true class 9:     96.243197%
Model prediction was class     9 with 96.243197% confidence

Model Confidence in true class 9:     96.089572%
Model prediction was class     9 with 96.089572% confidence

Model Confidence in true class 9:     96.089572%
Model prediction was class     9 with 96.089572% confidence

Model Confidence in true class 9:     96.089572%
Model prediction was class     9 with 96.089572% confidence

Reached max iterations, attack unsuccessful on image 06820.png

---------------Testing image 03886.png---------------
Prior Model Confidence in true class 5:     97.880733% (before attack)
Prior Model prediction was class     5 with 97.880733% confidence (before attack)

Model Confidence in true class 5:     95.398289%
Model prediction was class     5 with 95.398289% confidence

Model Confidence in true class 5:     95.398289%
Model prediction was class     5 with 95.398289% confidence

Model Confidence in true class 5:     95.398289%
Model prediction was class     5 with 95.398289% confidence

Model Confidence in true class 5:     95.398289%
Model prediction was class     5 with 95.398289% confidence

Model Confidence in true class 5:     95.386767%
Model prediction was class     5 with 95.386767% confidence

Model Confidence in true class 5:     94.619232%
Model prediction was class     5 with 94.619232% confidence

Model Confidence in true class 5:     94.619232%
Model prediction was class     5 with 94.619232% confidence

Model Confidence in true class 5:     94.619232%
Model prediction was class     5 with 94.619232% confidence

Model Confidence in true class 5:     94.619232%
Model prediction was class     5 with 94.619232% confidence

Model Confidence in true class 5:     94.619232%
