-----Attacking Parameters:-----
Test folder:     /home/jonah/neuralnets/GTSRB_resnet/Test
Model Confidence in true class 10:     87.781608%
Model prediction was class     10 with 87.781608% confidence

Model Confidence in true class 10:     87.781608%
Model prediction was class     10 with 87.781608% confidence

Model Confidence in true class 10:     87.781608%
Model prediction was class     10 with 87.781608% confidence

Model Confidence in true class 10:     86.989158%
Model prediction was class     10 with 86.989158% confidence

Model Confidence in true class 10:     86.989158%
Model prediction was class     10 with 86.989158% confidence

Model Confidence in true class 10:     86.957866%
Model prediction was class     10 with 86.957866% confidence

Model Confidence in true class 10:     86.246943%
Model prediction was class     10 with 86.246943% confidence

Model Confidence in true class 10:     81.568426%
Model prediction was class     10 with 81.568426% confidence

Model Confidence in true class 10:     76.369029%
Model prediction was class     10 with 76.369029% confidence

Model Confidence in true class 10:     76.369029%
Model prediction was class     10 with 76.369029% confidence

Model Confidence in true class 10:     76.287413%
Model prediction was class     10 with 76.287413% confidence

Model Confidence in true class 10:     76.287413%
Model prediction was class     10 with 76.287413% confidence

Model Confidence in true class 10:     76.184911%
Model prediction was class     10 with 76.184911% confidence

Model Confidence in true class 10:     76.184911%
Model prediction was class     10 with 76.184911% confidence

Model Confidence in true class 10:     75.958371%
Model prediction was class     10 with 75.958371% confidence

Model Confidence in true class 10:     75.958371%
Model prediction was class     10 with 75.958371% confidence

Model Confidence in true class 10:     75.958371%
Model prediction was class     10 with 75.958371% confidence

Model Confidence in true class 10:     75.958371%
Model prediction was class     10 with 75.958371% confidence

Model Confidence in true class 10:     75.958371%
Model prediction was class     10 with 75.958371% confidence

Reached max iterations, attack unsuccessful on image 00882.png

---------------Testing image 01906.png---------------
Prior Model Confidence in true class 2:     99.858826% (before attack)
Prior Model prediction was class     2 with 99.858826% confidence (before attack)

Model Confidence in true class 2:     99.641067%
Model prediction was class     2 with 99.641067% confidence

Model Confidence in true class 2:     99.636638%
Model prediction was class     2 with 99.636638% confidence

Model Confidence in true class 2:     99.636638%
Model prediction was class     2 with 99.636638% confidence

Model Confidence in true class 2:     98.060673%
Model prediction was class     2 with 98.060673% confidence

Model Confidence in true class 2:     98.060673%
Model prediction was class     2 with 98.060673% confidence

Model Confidence in true class 2:     98.060673%
Model prediction was class     2 with 98.060673% confidence

Model Confidence in true class 2:     98.060673%
Model prediction was class     2 with 98.060673% confidence

Model Confidence in true class 2:     98.060673%
Model prediction was class     2 with 98.060673% confidence

Model Confidence in true class 2:     98.060673%
Model prediction was class     2 with 98.060673% confidence

Model Confidence in true class 2:     97.421539%
Model prediction was class     2 with 97.421539% confidence

Model Confidence in true class 2:     97.421539%
Model prediction was class     2 with 97.421539% confidence

Model Confidence in true class 2:     97.131097%
Model prediction was class     2 with 97.131097% confidence

Model Confidence in true class 2:     96.692210%
Model prediction was class     2 with 96.692210% confidence

Model Confidence in true class 2:     95.818698%
Model prediction was class     2 with 95.818698% confidence

Model Confidence in true class 2:     95.818698%
Model prediction was class     2 with 95.818698% confidence

Model Confidence in true class 2:     95.818698%
Model prediction was class     2 with 95.818698% confidence

Model Confidence in true class 2:     95.818698%
Model prediction was class     2 with 95.818698% confidence

Model Confidence in true class 2:     95.818698%
Model prediction was class     2 with 95.818698% confidence

Model Confidence in true class 2:     95.580494%
Model prediction was class     2 with 95.580494% confidence

Model Confidence in true class 2:     95.580494%
Model prediction was class     2 with 95.580494% confidence

Reached max iterations, attack unsuccessful on image 01906.png

---------------Testing image 07234.png---------------
Prior Model Confidence in true class 18:     72.626084% (before attack)
Prior Model prediction was class     18 with 72.626084% confidence (before attack)

Model Confidence in true class 18:     13.095936%
Model prediction was class     25 with 67.899406% confidence

Success on image 07234.png

---------------Testing image 08676.png---------------
Prior Model Confidence in true class 5:     99.357671% (before attack)
Prior Model prediction was class     5 with 99.357671% confidence (before attack)

Model Confidence in true class 5:     97.465140%
Model prediction was class     5 with 97.465140% confidence

Model Confidence in true class 5:     86.272287%
Model prediction was class     5 with 86.272287% confidence

Model Confidence in true class 5:     86.272287%
Model prediction was class     5 with 86.272287% confidence

Model Confidence in true class 5:     86.272287%
Model prediction was class     5 with 86.272287% confidence

Model Confidence in true class 5:     84.394157%
Model prediction was class     5 with 84.394157% confidence

Model Confidence in true class 5:     75.140625%
Model prediction was class     5 with 75.140625% confidence

Model Confidence in true class 5:     75.140625%
Model prediction was class     5 with 75.140625% confidence

Model Confidence in true class 5:     75.140625%
Model prediction was class     5 with 75.140625% confidence

Model Confidence in true class 5:     67.767084%
Model prediction was class     5 with 67.767084% confidence

Model Confidence in true class 5:     67.767084%
Model prediction was class     5 with 67.767084% confidence

Model Confidence in true class 5:     67.767084%
Model prediction was class     5 with 67.767084% confidence

Model Confidence in true class 5:     67.767084%
Model prediction was class     5 with 67.767084% confidence

Model Confidence in true class 5:     66.557693%
Model prediction was class     5 with 66.557693% confidence

Model Confidence in true class 5:     66.557693%
Model prediction was class     5 with 66.557693% confidence

Model Confidence in true class 5:     66.557693%
Model prediction was class     5 with 66.557693% confidence
